	date	Hprum	SCE	SNO	SVH	SRA	SSV	Tprum	T05prum	Fprum	Fmax	Dprum
7840	2/24/1993	100	180	5	NA	1.2	0	-7.5	NA	11.7	15	31
7841	2/25/1993	100	182	3	NA	0.8	0	-8.6	NA	8	12	31
7842	2/26/1993	98	183	0	NA	0	4.9	-9.3	NA	3.7	5	23.25
7843	2/27/1993	95	180	0	NA	0	6.5	-7.1	NA	3.7	6	18
7844	2/28/1993	89	180	0	NA	0	7.2	-5.2	NA	10	12	11.75
7845	3/1/1993	73	180	0	NA	0	5.9	-5.7	NA	8.7	12	9
7846	3/2/1993	84	179	6	NA	1.6	8.5	-10	NA	9.7	15	6.5
7847	3/3/1993	95	180	4	NA	0.8	0	-13.2	NA	10.7	12	19.5
7848	3/4/1993	96	180	3	NA	0.6	8.4	-10.8	NA	3.3	4	25
7849	3/5/1993	100	180	5	NA	1.6	0	-5.7	NA	15	15	31
7850	3/6/1993	100	180	10	NA	3.2	0	-8.4	NA	18.3	25	34.25
7851	3/7/1993	100	185	3	638	0.6	0	-9.8	NA	10	10	7.75
7852	3/8/1993	98	185	0	NA	0	9.6	-6.2	NA	5	8	5.25
7853	3/9/1993	97	175	3	NA	1.2	9.2	-4.5	NA	6.7	10	29
7854	3/10/1993	100	175	0	NA	0	0	-5.2	NA	7.7	15	25.5
7855	3/11/1993	97	175	0	NA	0	3.6	-1.8	NA	4.3	6	27
7856	3/12/1993	87	173	0	NA	0	4	1	NA	3	4	27
7857	3/13/1993	87	170	0	NA	0	6.3	0.8	NA	2.7	5	16.5
7858	3/14/1993	93	168	0	639	0	0	0.4	NA	4.7	5	28
7859	3/15/1993	93	165	0	NA	8.4	4.5	2.7	NA	5	6	27
7860	3/16/1993	100	160	0	NA	9.8	0	1.3	NA	10	11	27
7861	3/17/1993	99	150	0	NA	1.1	0	1.7	NA	10.3	15	27
7862	3/18/1993	99	145	0	NA	0	7.2	-3.6	NA	15.7	20	28.25
7863	3/19/1993	91	140	0	NA	0	8.6	-0.5	NA	11	15	27.5
7864	3/20/1993	86	130	0	NA	0.3	9	3.9	NA	5.7	6	23.25
7865	3/21/1993	100	125	0	455	2.6	0.2	3.4	NA	5	6	22.75
7866	3/22/1993	100	115	2	NA	0.8	0	-1.7	NA	6.7	10	27.75
7867	3/23/1993	92	110	2	NA	0.6	1.1	-4.3	NA	6.3	7	30.5
7868	3/24/1993	92	110	5	NA	1.6	1.9	-5.9	NA	10.3	11	31
7869	3/25/1993	92	115	5	NA	2.8	2.7	-7.2	NA	8	10	36
7870	3/26/1993	91	115	4	NA	1.5	1.7	-8.7	NA	7	10	27.5
7871	3/27/1993	92	117	10	NA	3.7	0	-8.4	NA	13.3	15	2
7872	3/28/1993	91	125	15	472	4.4	0	-8.7	NA	18	20	31.75
7873	3/29/1993	92	135	3	NA	1	0	-7.9	NA	9.7	12	29.5
7874	3/30/1993	97	135	0	NA	0	6.1	-5.5	NA	3.7	6	28.5
7875	3/31/1993	90	135	0	NA	0	7.9	-1.3	NA	2	3	26.5
7876	4/1/1993	96	125	0	NA	0	10.4	-3	NA	2	4	5.5
7877	4/2/1993	100	120	0	NA	0	1.3	-2.1	NA	2.7	4	24.25
7878	4/3/1993	93	120	0	NA	0	4	1	NA	2.3	4	17.75
7879	4/4/1993	100	115	0	404.1	0	1.8	0.4	NA	2.7	4	20
7880	4/5/1993	100	115	6	NA	4.8	0	-1.6	NA	5.3	6	23.5
7881	4/6/1993	100	120	7	NA	5.8	0	-1.5	NA	6.7	8	29
7882	4/7/1993	100	127	5	NA	4.2	0	-2.1	NA	9.3	10	33.5
7883	4/8/1993	99	130	0	NA	0	0	-7	NA	4.7	8	15.5
7884	4/9/1993	92	130	0	NA	0	7.9	-4.1	NA	2.7	4	21.25
7885	4/10/1993	73	120	0	NA	0	11	-1	NA	1.3	2	23.25
7886	4/11/1993	88	120	0	410	0	6.2	0.9	NA	3.3	6	4.5
7887	4/12/1993	92	115	0	NA	0	0	0.3	NA	4	4	14.5
7888	4/13/1993	87	115	0	NA	0	0	1.5	NA	2	2	31
7889	4/14/1993	94	115	0	NA	0	7.3	1.8	NA	1.3	2	9
7890	4/15/1993	96	110	0	NA	0	7	-0.7	NA	5.7	8	31.5
7891	4/16/1993	94	110	0	NA	0	8.6	0.9	NA	7	8	31
7892	4/17/1993	100	108	0	NA	16.6	0	1.3	NA	9.3	15	27
7893	4/18/1993	100	98	0	50.8	8.8	1.9	-0.8	NA	18.3	25	30
7894	4/19/1993	98	95	0	NA	0	9.3	0.5	NA	7	15	28
7895	4/20/1993	93	90	0	NA	0	9.9	5.6	NA	3	5	18
7896	4/21/1993	85	85	0	NA	3.3	11.2	11	NA	3.3	5	13.5
7897	4/22/1993	78	80	0	NA	0	11.3	9.7	NA	3	4	18
7898	4/23/1993	68	75	0	NA	0	11.4	9.6	NA	8.7	12	16.25
7899	4/24/1993	67	60	0	NA	0	11.4	9.7	NA	11.3	15	16.75
7900	4/25/1993	65	40	0	23.4	0	11.2	10	NA	13	16	16.5
7901	4/26/1993	55	20	0	NA	0	11.4	11.5	NA	5	7	11
7902	4/27/1993	53	15	0	NA	0	10.6	12	NA	4.7	6	13
7903	4/28/1993	67	0	0	NA	0	12.4	11.4	NA	6.7	7	11
7904	4/29/1993	70	0	0	NA	0	8.7	9.5	NA	3.7	4	15.5
7905	4/30/1993	69	0	0	NA	0	11.6	9.8	NA	4	5	13
7906	5/1/1993	80	0	0	NA	0.6	4.8	9.7	NA	3	4	19
7907	5/2/1993	93	0	0	0	1	4	8.3	NA	3.3	5	17.25
7908	5/3/1993	94	0	0	NA	4.6	0.4	1.4	NA	6.7	8	11.5
7909	5/4/1993	100	0	0	NA	3.1	0	1.9	NA	5.7	8	9.75
7910	5/5/1993	85	0	0	NA	0	5.6	8.4	NA	3.3	4	13.75
7911	5/6/1993	56	0	0	NA	0	10.1	11.3	NA	7	13	7.5
7912	5/7/1993	60	0	0	NA	0.5	6.2	11.2	NA	6.7	10	8.5
7913	5/8/1993	85	0	0	NA	0.8	8.1	11.5	NA	5.3	6	10
7914	5/9/1993	55	0	0	0	0	6.9	11.7	NA	4	5	16
7915	5/10/1993	65	0	0	NA	0	12	12.2	NA	3.7	4	16.5
7916	5/11/1993	50	0	0	NA	0	12.8	12	NA	7.7	10	17
7917	5/12/1993	45	0	0	NA	0	13.3	12.4	NA	9.3	10	16.5
7918	5/13/1993	76	0	0	NA	0.4	10.2	11.6	NA	4	5	21
7919	5/14/1993	95	0	0	NA	9.6	2.6	9.4	NA	4.3	5	33.5
7920	5/15/1993	93	0	0	NA	0	9.1	5.1	NA	7	8	34.25
7921	5/16/1993	73	0	0	0	0	12.6	8	NA	1	3	2.25
7922	5/17/1993	73	0	0	NA	0	13.7	12.1	NA	2.3	4	9.75
7923	5/18/1993	75	0	0	NA	0	12	14.3	NA	3.7	5	21.25
7924	5/19/1993	77	0	0	NA	0	10.3	15.2	NA	4	5	13
7925	5/20/1993	57	0	0	NA	6.1	8.9	15.6	NA	5.3	8	17.5
7926	5/21/1993	100	0	0	NA	9.4	0	6.3	NA	1.7	2	17.5
7927	5/22/1993	100	0	0	NA	1.2	0	6	NA	0	0	0
7928	5/23/1993	90	0	0	0	0.3	3	9.5	NA	1.7	3	2
7929	5/24/1993	78	0	0	NA	0	12.3	12.8	NA	3.3	4	25.75
7930	5/25/1993	87	0	0	NA	9	8.8	12	NA	3.3	6	17.5
7931	5/26/1993	99	0	0	NA	14	0.7	9.8	NA	9.3	12	29
7932	5/27/1993	100	0	0	NA	24.5	0	8.4	NA	8.7	10	25.75
7933	5/28/1993	100	0	0	NA	1.8	2.2	5.6	NA	6	8	27
7934	5/29/1993	83	0	0	NA	0	11.3	11.9	NA	3	5	18
7935	5/30/1993	93	0	0	0	10.2	4.3	7.5	NA	4	5	27
7936	9/30/1993	97	0	0	NA	0.8	0	3.2	NA	8.7	16	15.25
7937	10/1/1993	98	0	0	NA	8.2	0	6.3	NA	17.3	25	17.5
7938	10/2/1993	100	0	0	NA	1.4	0	5.6	NA	8.7	10	17.5
7939	10/3/1993	90	0	0	0	0	4	3.4	NA	0.7	2	4
7940	10/4/1993	79	0	0	NA	0	7.8	7.3	NA	0	0	0
7941	10/5/1993	94	0	0	NA	0.5	0.5	6	NA	3.3	10	3.25
7942	10/6/1993	87	0	0	NA	0	0.6	7.4	NA	1	2	20.25
7943	10/7/1993	75	0	0	NA	0.7	0.8	9.9	NA	6	8	13.75
7944	10/8/1993	93	0	0	NA	12.1	0	6.2	NA	4.3	5	19.75
7945	10/9/1993	85	0	0	NA	0	5.5	5	NA	4.3	6	16
7946	10/10/1993	92	0	0	0	1.2	1.2	7.7	NA	3.3	4	18
7947	10/11/1993	85	0	0	NA	0	5.1	9.4	NA	6	8	16
7948	10/12/1993	91	0	0	NA	0	0.4	6.6	NA	4.7	6	18
7949	10/13/1993	89	0	0	NA	0.9	1.3	7	NA	6.7	8	17.75
7950	10/14/1993	98	0	0	NA	8.1	0.2	3.4	NA	5.7	8	22
7951	10/15/1993	73	0	0	NA	0	7.7	-0.2	NA	4	4	22.75
7952	10/16/1993	93	0	0	NA	0.8	0	-1.5	NA	6.7	10	34.75
7953	10/17/1993	88	0	0	0	0	4.9	-4.7	NA	4.7	6	8.75
7954	10/18/1993	70	0	0	NA	0	9.4	-0.1	NA	2.7	4	16.25
7955	10/19/1993	86	0	0	NA	0.1	3.5	0.4	NA	3.3	4	20.25
7956	10/20/1993	99	0	0	NA	9.2	0	-1.4	NA	4.3	6	21.5
7957	10/21/1993	100	0	5	NA	18.7	0	-1	NA	8	10	3
7958	10/22/1993	100	5	0	NA	4.3	0	2.5	NA	3.7	5	15.75
7959	10/23/1993	100	0	0	NA	5.9	0	2.5	NA	4.7	9	7.5
7960	10/24/1993	96	0	0	0	0	1.5	-1.3	NA	6.3	10	29.25
7961	10/25/1993	88	0	0	NA	0	8.7	-1.3	NA	2.7	3	32.25
7962	10/26/1993	61	0	0	NA	0	8.9	3.4	NA	3	4	31
7963	10/27/1993	50	0	0	NA	0	8.7	5	NA	1.3	2	14
7964	10/28/1993	47	0	0	NA	0	8.8	6.5	NA	3	5	10
7965	10/29/1993	40	0	0	NA	0	8.4	4.1	NA	1.3	2	18
7966	10/30/1993	39	0	0	NA	0	8.6	3.3	NA	1.7	2	16.5
7967	10/31/1993	82	0	0	0	0	4.4	-0.9	NA	5.3	7	13.75
7968	11/1/1993	38	0	0	NA	0	8.4	5.4	NA	2.7	4	13
7969	11/2/1993	71	0	0	NA	0	8.1	3.4	NA	2.3	4	29.75
7970	11/3/1993	100	0	0	NA	0	0	1.6	NA	3.3	4	18
7971	11/4/1993	100	0	0	NA	0.6	2.9	3.8	NA	6.7	10	14.5
7972	11/5/1993	92	0	0	NA	5.1	0	3.6	NA	10.3	14	10
7973	11/6/1993	100	0	0	NA	5.7	0	3.4	NA	3.7	5	16.25
7974	11/7/1993	100	0	2	0	3.6	0	0	NA	4	5	23.5
7975	11/8/1993	100	2	1	NA	1.1	0	-1.6	NA	4	4	27
7976	11/9/1993	100	1	0	NA	0	0	-1.9	NA	2.7	6	9.75
7977	11/10/1993	100	0	10	NA	12.2	0	-1.8	NA	6.7	7	16.75
7978	11/11/1993	98	10	2	NA	1.4	3	-2.3	NA	2.7	6	19
7979	11/12/1993	98	12	0	NA	0	6.6	-3.6	NA	0.3	1	6.75
7980	11/13/1993	94	12	15	NA	20.1	0	-4.8	NA	6.7	10	20.5
7981	11/14/1993	98	25	25	NA	14.5	0	-3	NA	5	8	27.5
7982	11/15/1993	98	45	2	NA	1.7	0	-8.1	NA	11.3	15	36
7983	11/16/1993	95	45	0	NA	0	0	-9	NA	4	8	14
7984	11/17/1993	84	45	0	NA	0	6.8	-8.2	NA	7.3	8	9
7985	11/18/1993	96	42	2	NA	2	2.2	-8.3	NA	2	2	16.75
7986	11/19/1993	59	42	1	NA	0.8	6.3	-10.6	NA	3.3	6	18
7987	11/20/1993	96	40	20	NA	18.6	0	-9.2	NA	7.3	10	14.25
7988	11/21/1993	97	60	20	28	13.5	0	-6.5	NA	8.7	10	13
7989	11/22/1993	98	75	0	NA	0	1	-10	NA	4	4	18
7990	11/23/1993	96	75	0	NA	0	3.1	-6.7	NA	4.7	6	12
7991	11/24/1993	77	70	0	NA	0	4.3	-0.7	NA	3.3	4	26.5
7992	11/25/1993	57	70	0	NA	0	6.8	-1.2	NA	1	2	10.5
7993	11/26/1993	58	67	0	NA	0	4	-6.6	NA	2.7	4	9
7994	11/27/1993	96	66	3	NA	0.9	0	-12	NA	2.7	4	18.75
7995	11/28/1993	100	67	0	NA	0	0	-9.8	NA	1.7	3	7.25
7996	11/29/1993	94	67	0	NA	0	2.8	-6.1	NA	1.7	2	14.25
7997	11/30/1993	100	66	0	NA	0	0	-8.9	NA	7	10	12.5
7998	12/1/1993	100	66	8	NA	4.7	0	-5.6	NA	4.3	6	22.5
7999	12/2/1993	100	68	0	NA	3.2	0	0.2	NA	6	8	27
8000	12/3/1993	100	62	1	NA	1.8	2.4	0.1	NA	3.3	4	22
8001	12/4/1993	100	62	2	NA	0.6	0	-3.3	NA	8	8	28
8002	12/5/1993	100	60	1	150	0.4	0	-2.6	NA	2.7	4	22.5
8003	12/6/1993	100	60	7	NA	4.2	0	-5.7	NA	4	8	12.25
8004	12/7/1993	100	64	20	NA	14.8	0	-5.4	NA	7.3	8	21.25
8005	12/8/1993	100	77	20	NA	16.2	0	-1.4	NA	10.7	16	24.75
8006	12/9/1993	100	90	10	NA	14.3	0	-3	NA	9.3	14	21.25
8007	12/10/1993	99	80	5	NA	3.7	0	-4.9	NA	10.3	13	26.75
8008	12/11/1993	100	80	5	NA	4.1	0	-5.4	NA	11	15	28.5
8009	12/12/1993	100	82	13	167	30	0	-2.5	NA	4.3	5	18.5
8010	12/13/1993	100	95	3	NA	6.1	0	-1.7	NA	10	15	22
8011	12/14/1993	99	98	1	NA	0.9	0	-3.2	NA	8	10	17.5
8012	12/15/1993	99	98	20	NA	13.7	0	-3.6	NA	8.7	10	21
8013	12/16/1993	100	110	4	NA	2.8	0	-5	NA	9.7	11	28
8014	12/17/1993	100	112	0	NA	0	0	-1.9	NA	7.7	10	23.75
8015	12/18/1993	100	110	0	NA	23	0	0.2	NA	10	10	18
8016	12/19/1993	100	100	15	262	12	0	-4.7	NA	7.3	15	27
8017	12/20/1993	100	110	20	NA	15.2	0	-2.5	NA	4	6	21.25
8018	12/21/1993	100	125	15	NA	10.5	0	-6.2	NA	12	15	24.5
8019	12/22/1993	100	140	5	NA	7	0	-5.3	NA	9	15	22.75
8020	12/23/1993	100	145	4	NA	2.3	0	-4.1	NA	6.3	12	17.5
8021	12/24/1993	100	145	8	NA	3	0	-6.3	NA	8.3	10	28.5
8022	12/25/1993	100	148	2	NA	0.6	0	-7.9	NA	8	12	20
8023	12/26/1993	100	150	1	432	0.6	0.2	-7.4	NA	3.7	6	28.25
8024	12/27/1993	80	150	0	NA	0	4	-9.4	NA	4	6	28.5
8025	12/28/1993	99	150	3	NA	1.5	5.2	-6.6	NA	4.3	6	27.25
8026	12/29/1993	100	150	10	NA	16.1	0	-2.8	NA	10.7	12	20.75
8027	12/30/1993	100	155	5	NA	8	0	-0.3	NA	9.7	15	20.75
8028	12/31/1993	100	155	15	NA	15.6	0	-4.6	NA	9.3	10	30.5
8029	1/1/1994	100	165	20	NA	18.6	0	-7.6	NA	6.7	10	20.75
8030	1/2/1994	100	175	10	409.1	9.6	0	-3.3	NA	11.3	20	26.5
8031	1/3/1994	93	175	5	NA	4.8	0	-1.7	NA	4.7	6	22
8032	1/4/1994	93	177	6	NA	2.6	0	-2.7	NA	9.7	15	20.75
8033	1/5/1994	98	175	0	NA	0	1	-2.2	NA	6	6	18.5
8034	1/6/1994	89	170	0	NA	0	0	0.1	NA	4.7	6	15.25
8035	1/7/1994	100	168	0	NA	0	1.2	-0.8	NA	2.3	5	19.5
8036	1/8/1994	100	168	0	NA	0.5	0	1.3	NA	7.3	10	17
8037	1/9/1994	96	164	0	383.3	0.4	3.8	0.6	NA	5.7	8	15.25
8038	1/10/1994	100	162	0	NA	4	0	-0.6	NA	6	8	17.5
8039	1/11/1994	100	161	1	NA	9	0	-1.6	NA	7.3	13	21.5
8040	1/12/1994	100	162	1	NA	6	0	-0.3	NA	10.3	17	23.25
8041	1/13/1994	100	160	13	NA	9.8	0	-1.8	NA	9.3	10	22
8042	1/14/1994	100	165	4	NA	2.3	0	-4.3	NA	4	6	23.25
8043	1/15/1994	95	167	3	NA	0.9	0.4	-6.2	NA	2.3	3	16.5
8044	1/16/1994	100	165	2	401	0.6	0	-10.5	NA	4.7	8	17.5
8045	1/17/1994	89	165	0	NA	0	0.8	-10.3	NA	8	10	30
8046	1/18/1994	94	165	0	NA	0	0.4	-6.6	NA	5	10	33.5
8047	1/19/1994	88	163	0	NA	0	0	-6	NA	7.7	8	32.5
8048	1/20/1994	58	163	1	NA	0.6	7.4	-6.2	NA	7.3	8	28.75
8049	1/21/1994	100	163	0	NA	0.9	0	-3.1	NA	4	6	27
8050	1/22/1994	100	162	10	385	8.6	0	-2.9	NA	8	12	26.75
8051	1/23/1994	100	170	10	NA	4.6	0	-6.5	NA	17.3	23	29
8052	1/24/1994	100	172	10	NA	18.2	0	-2.5	NA	12.3	18	27.75
8053	1/25/1994	100	180	10	NA	5.8	0	-4.2	NA	12.7	18	29
8054	1/26/1994	100	187	10	NA	7.8	0	-3.2	NA	7.3	8	22
8055	1/27/1994	100	195	10	NA	5.8	0	-5.7	NA	30	36	24.25
8056	1/28/1994	100	201	10	NA	7.2	0	-3.3	NA	20.7	25	31.5
8057	1/29/1994	100	211	5	NA	4.8	0	-5.4	NA	10	10	27
8058	1/30/1994	100	215	17	NA	12.4	0	-6.1	NA	18.3	20	30
8059	1/31/1994	100	232	4	NA	1.9	0	-5	NA	6.7	12	31
8060	2/1/1994	100	230	4	NA	1.9	0	-4.6	NA	6.7	8	27
8061	2/2/1994	94	230	0	NA	0	7.8	-6.4	NA	6.7	8	27
8062	2/3/1994	95	230	0	NA	0	1.6	-4	NA	1.3	2	16.25
8063	2/4/1994	99	230	0	NA	0	2	-0.9	NA	8	13	13.75
8064	2/5/1994	100	228	0	NA	0	0	-0.7	NA	2.7	6	11
8065	2/6/1994	94	225	3	810	1.8	1.3	-1.3	NA	0.7	2	3.25
8066	2/7/1994	97	225	4	NA	2.4	0	-0.2	NA	1.3	2	9.75
8067	2/8/1994	100	225	3	NA	1.1	0	-5.2	NA	6	7	25.75
8068	2/9/1994	100	226	5	NA	2.9	0	-4.5	NA	1	3	5.5
8069	2/10/1994	100	231	4	NA	1.8	0	-6.4	NA	8.7	10	35.5
8070	2/11/1994	96	232	3	NA	1.6	0	-11.7	NA	12.7	16	3.5
8071	2/12/1994	76	233	2	NA	0.9	1.8	-16.5	NA	6	13	6.25
8072	2/13/1994	66	231	0	808	0	8.8	-13.6	NA	15	18	11
8073	2/14/1994	54	230	0	NA	0	8.9	-12.9	NA	9.7	12	14.25
8074	2/15/1994	54	228	0	NA	0	8.9	-10.2	NA	9	12	13.75
8075	2/16/1994	83	225	0	NA	0	2.5	-15.2	NA	6.7	8	13.75
8076	2/17/1994	89	225	3	NA	1.6	3.2	-17	NA	3	4	28
8077	2/18/1994	80	226	0	NA	2.4	0	-14.5	NA	4	10	18
8078	2/19/1994	72	225	0	NA	0	6	-9.6	NA	4.7	6	19
8079	2/20/1994	95	223	3	765	1.2	5	-4.8	NA	1.3	2	13.5
8080	2/21/1994	92	223	20	NA	16.8	0	-4.6	NA	4	6	19.75
8081	2/22/1994	91	233	10	NA	6.7	4	-4.7	NA	4.3	6	25.25
8082	2/23/1994	100	240	5	NA	3.2	0	-3	NA	4.7	6	26
8083	2/24/1994	100	240	2	NA	0.6	0	-2.8	NA	5.7	10	29
8084	2/25/1994	98	240	0	NA	0	3.1	-1	NA	6	8	20.25
8085	2/26/1994	75	235	0	NA	0	7.4	3.3	NA	3.7	6	27.5
8086	2/27/1994	94	230	0	870.1	0	0.7	1.3	NA	5.3	6	27
8087	2/28/1994	96	228	0	NA	3.9	0	1.5	NA	4	4	21.5
8088	3/1/1994	100	225	8	NA	14.3	0	-1.8	NA	5.7	8	19.75
8089	3/2/1994	100	230	4	NA	1.9	0	-2.7	NA	11.3	20	28
8090	3/3/1994	100	230	10	NA	8.8	0	-4.7	NA	16	20	30.5
8091	3/4/1994	90	240	0	NA	0	7.9	-5.8	NA	3	4	26.5
8092	3/5/1994	100	230	0	NA	0	0	-3.4	NA	8	10	29
8093	3/6/1994	100	230	2	95	19	0	-2	NA	7.3	10	27
8094	3/7/1994	100	232	0	NA	12	0	0.7	NA	7.3	10	28
8095	3/8/1994	100	215	0	NA	11.2	0	1.9	NA	4.7	6	27
8096	3/9/1994	100	210	0	NA	0	0	-0.4	NA	7.3	10	27
8097	3/10/1994	83	205	0	NA	0	9.2	-0.6	NA	3	6	11
8098	3/11/1994	100	205	2	NA	6.1	3.3	0.8	NA	3	4	25.5
8099	3/12/1994	100	203	25	NA	18.1	0	-1.7	NA	12	18	26
8100	3/13/1994	100	215	10	NA	9.1	0	-3.1	NA	13.3	18	28.5
8101	3/14/1994	100	215	30	NA	28.1	0	-0.9	NA	8	12	28
8102	3/15/1994	100	245	1	NA	7.2	0	-4.8	NA	10.7	12	28
8103	3/16/1994	100	246	25	NA	16.1	0	-6.2	NA	14	18	26
8104	3/17/1994	100	267	25	NA	18.2	0	-5.4	NA	6.7	8	27
8105	3/18/1994	100	290	20	NA	16.8	0	-2.2	NA	9.3	10	25.75
8106	3/19/1994	100	310	8	NA	4.8	0	-5.7	NA	13.3	18	27
8107	3/20/1994	100	315	3	NA	1.4	0	-5.3	NA	3.3	8	12.25
8108	3/21/1994	100	315	3	NA	2.2	5.8	-4.5	NA	3.3	6	13.5
8109	3/22/1994	100	315	0	NA	14.6	0	0.5	NA	10	18	19
8110	3/23/1994	100	297	4	NA	28.6	0	-0.6	NA	15.3	20	28.75
8111	3/24/1994	100	280	2	NA	19.8	0	-0.1	NA	10	12	21.75
8112	3/25/1994	100	280	5	NA	3.6	0	-3.9	NA	19.7	25	30.5
8113	3/26/1994	100	282	2	NA	0.6	0.7	-6.3	NA	13.3	20	31
8114	3/27/1994	100	280	0	NA	0	7.1	-5.1	NA	4.7	8	18.5
8115	3/28/1994	100	280	0	NA	10.7	0	1	NA	7.3	8	24.5
8116	3/29/1994	100	270	0	NA	0	1.7	2.3	NA	4.3	6	23.25
8117	3/30/1994	91	260	0	NA	1.6	6.7	4	NA	5	8	19
8118	3/31/1994	100	245	0	NA	8.3	0.2	2.3	NA	13.7	17	20
8119	4/1/1994	92	230	2	NA	0.5	0	-1.8	NA	8.3	12	30
8120	4/2/1994	93	230	7	NA	5.6	2.8	-3.7	NA	11.3	14	25.75
8121	4/3/1994	100	237	10	909	7.8	0.7	-1.9	NA	15	20	18
8122	4/4/1994	92	240	1	NA	0.4	3.6	-5.4	NA	9	15	22.25
8123	4/5/1994	81	240	0	NA	0	0	-4.2	NA	8	15	34.25
8124	4/6/1994	96	240	1	NA	0.3	2.8	-4.8	NA	11.3	15	32.5
8125	4/7/1994	78	240	0	NA	0	5.6	-2.9	NA	3.3	5	21.75
8126	4/8/1994	100	237	4	NA	3	0.3	-1.6	NA	7.7	10	18
8127	4/9/1994	100	240	5	NA	3.1	0	-3.5	NA	7	10	13.25
8128	4/10/1994	100	243	2	916	0.8	0	-1.3	NA	9	10	11
8129	4/11/1994	100	240	3	NA	25.1	0	-0.2	NA	11.7	15	9.25
8130	4/12/1994	100	240	10	NA	9.7	0	-2	NA	12	16	22
8131	4/13/1994	100	245	5	NA	4.4	0	-2.1	NA	5.7	6	22.75
8132	4/14/1994	100	245	0	NA	0.8	0	0.6	NA	2	2	19
8133	4/15/1994	100	243	0	NA	0	0	3	NA	4	6	14.25
8134	4/16/1994	100	235	2	NA	23.8	0	2.1	NA	12.7	16	24.5
8135	4/17/1994	100	230	4	906	3.2	0	-3.9	NA	10.3	15	32.25
8136	4/18/1994	100	230	0	NA	0	9.7	-3.7	NA	2	2	24.5
8137	4/19/1994	96	230	0	NA	0	9.7	-1.1	NA	4.7	6	15.5
8138	4/20/1994	88	227	0	NA	0	10.5	0.5	NA	2.7	4	25.75
8139	4/21/1994	75	220	0	NA	0	8.8	4.5	NA	4.7	6	31
8140	4/22/1994	77	218	0	NA	0	1.9	5.2	NA	1.3	2	15.75
8141	4/23/1994	73	215	0	NA	0	12.3	4.5	NA	2	2	29
8142	4/24/1994	70	210	0	892.1	0	11.6	4.4	NA	2.7	4	27
8143	4/25/1994	85	210	0	NA	0	9.9	4	NA	8	10	29
8144	4/26/1994	87	205	0	NA	0	3.2	3.3	NA	7	8	29
8145	4/27/1994	97	205	0	NA	0	7.3	6	NA	6	6	32.25
8146	4/28/1994	88	200	0	NA	0	0.5	6.1	NA	2.7	4	29
8147	4/29/1994	96	180	0	NA	4.2	7.7	7	NA	3.3	6	29
8148	4/30/1994	100	170	0	NA	0	0	-1.3	NA	9.3	10	36
8149	5/1/1994	100	170	0	686	0	2.1	0.9	NA	1.3	2	23.25
8150	5/2/1994	73	155	0	NA	0	12.9	1.1	NA	2.7	4	19.75
8151	5/3/1994	54	150	0	NA	2.8	10.7	4.2	NA	2	2	18
8152	5/4/1994	100	150	0	NA	4.2	0.4	1.1	NA	7.3	10	28
8153	5/5/1994	100	145	0	NA	0.4	0.7	1.3	NA	8.3	10	31
8154	5/6/1994	73	140	0	NA	0	12.2	4.3	NA	6.3	8	23
8155	5/7/1994	61	138	0	NA	0	13.5	4.9	NA	7	12	15.25
8156	5/8/1994	52	135	0	563	1.2	12.5	7.6	NA	3.7	4	10.5
8157	5/9/1994	92	133	0	NA	1	5.3	3.4	NA	6	9	8.75
8158	5/10/1994	77	130	0	NA	0	11.3	6.7	NA	9	10	7.5
8159	5/11/1994	82	125	0	NA	4.8	3.3	4.5	NA	4.3	7	17.75
8160	5/12/1994	81	120	0	NA	0.2	4.6	6.8	NA	2.3	4	18
8161	5/13/1994	83	118	0	NA	3.8	7.9	9.2	NA	7	10	15.5
8162	5/14/1994	81	100	0	NA	1.6	9.3	8	NA	3.3	4	23.25
8163	5/15/1994	69	90	0	490	0	10.7	9.5	NA	2.3	3	23.25
8164	5/16/1994	84	70	0	NA	14.6	7.7	9.3	NA	2.3	3	22.5
8165	5/17/1994	73	50	0	NA	0.7	6.7	11.9	NA	4	5	12
8166	5/18/1994	99	30	0	NA	16.8	0.5	7.2	NA	4.7	5	20
8167	5/19/1994	100	20	0	NA	4	0	2.1	NA	9.3	10	29
8168	5/20/1994	93	20	0	NA	2.2	7.4	5.3	NA	4.7	5	23.5
8169	5/21/1994	83	20	0	NA	2.3	3.8	7.3	NA	3.7	5	21.5
8170	5/22/1994	91	20	0	NA	7.7	0	6.5	NA	6	10	22.5
8171	5/23/1994	71	15	0	NA	0	6.5	8.5	NA	2.7	4	23.25
8172	5/24/1994	94	15	0	NA	3.2	0	8.4	NA	3	4	22.5
8173	5/25/1994	91	10	0	NA	22	4.5	7.4	NA	2	3	22
8174	5/26/1994	100	0	0	NA	17.4	0.1	2.1	NA	7	13	32.5
8175	5/27/1994	92	0	0	NA	0.1	2.9	3.1	NA	2	2	19.5
8176	5/28/1994	70	0	0	NA	3	2.8	4.3	NA	3.7	4	33.25
8177	5/29/1994	88	0	0	0	0.4	7.1	1.4	NA	6.7	8	31
8178	5/30/1994	80	0	0	NA	0	8.4	4.8	NA	5.3	6	28.5
8179	9/30/1994	96	0	0	NA	0.8	1	5.9	NA	8.7	10	31
8180	10/1/1994	100	0	0	NA	0.5	0	6.7	NA	2.3	4	20.5
