	date	ranking	season	locality	exposure	day	month	year	cadastr_number	cadastr_letter	A	A-A	B	C	D	E	F	G	H	J	K	Kmax	L	M	Mmax	N	O	notes	event	event_text
6258	02.03.1977	353	76/77	KJ	JV	2	3	1977	36	NA	3		1	1	7	2	4	1	2	1	2	NA	100	100	NA	700	2	NA	1	Aval
6259	02.03.1977	354	76/77	KJ	JV	2	3	1977	37	NA	3		8	1	7	2	4	1	1	1	1	NA	130	100	NA	950	1	NA	1	Aval
6261	03.03.1977	355	76/77	OD	J	3	3	1977	2	NA	3		1	1	7	2	4	1	1	1	0.8	NA	150	50	NA	400	1	NA	1	Aval
6263	04.03.1977	356	76/77	DD	JZ	4	3	1977	12	NA	3		1	1	7	2	3	1	1	1	0.6	NA	100	30	NA	300	2	NA	1	Aval
6266	06.03.1977	357	76/77	BL	SV	6	3	1977	18	NA	6		1	1	7	2	3	1	1	1	0.7	NA	100	90	NA	500	1.5	NA	1	Aval
6268	07.03.1977	358	76/77	OD	JV	7	3	1977	3	NA	6		1	1	7	2	4	1	1	1	0.8	NA	100	100	NA	700	1.5	NA	1	Aval
6269	07.03.1977	359	76/77	OD	V	7	3	1977	4	NA	5		1	1	1	2	2	1	1	1	0.5	NA	50	50	NA	350	1	NA	1	Aval
6270	07.03.1977	360	76/77	OD	V	7	3	1977	5	NA	3		2	1	7	2	4	1	1	1	1	NA	140	100	NA	700	3	NA	1	Aval
6271	07.03.1977	361	76/77	LD	V	7	3	1977	30	NA	3		2	7	7	2	4	7	2	1	1	NA	60	50	NA	450	1.5	NA	1	Aval
6273	08.03.1977	362	76/77	OD	V	8	3	1977	4	NA	5		1	1	1	2	2	1	1	1	0.7	NA	80	80	NA	300	1	NA	1	Aval
6279	13.03.1977	363	76/77	OD	V	13	3	1977	5	NA	5		2	7	7	2	4	7	1	1	0.6	NA	100	80	NA	500	3	NA	1	Aval
6311	13.04.1977	364	76/77	OD	JV	13	4	1977	3	NA	5		1	7	7	2	4	7	2	1	0.5	NA	100	80	NA	400	1	NA	1	Aval
6556	13.12.1977	365	77/78	KJ	J	13	12	1977	35	NA	3		1	7	7	2	3	7	1	1	0.5	NA	80	80	NA	200	1	NA	1	Aval
6574	30.12.1977	366	77/78	OD	V	30	12	1977	5	NA	2		7	7	7	2	3	7	2	1	0.6	NA	100	80	NA	200	2	NA	1	Aval
6576	31.12.1977	367	77/78	LD	V	31	12	1977	27	NA	3		1	7	1	2	2	7	2	1	0.5	NA	90	80	NA	400	1	NA	1	Aval
6577	31.12.1977	368	77/78	LD	V	31	12	1977	30	NA	3		2	7	7	2	4	7	2	1	1	NA	40	50	NA	500	2	NA	1	Aval
6584	06.01.1978	369	77/78	LD	V	6	1	1978	27	NA	3		1	1	1	7	4	1	1	1	0.8	NA	110	80	NA	600	1.5	NA	1	Aval
6590	11.01.1978	370	77/78	OD	JV	11	1	1978	3	NA	2		1	1	7	1	2	1	1	1	1	NA	140	50	NA	500	1	NA	1	Aval
6591	11.01.1978	371	77/78	OD	V	11	1	1978	4	NA	3		1	1	1	1	4	1	1	1	0.7	NA	130	100	NA	500	1	NA	1	Aval
6592	11.01.1978	372	77/78	KJ	J	11	1	1978	35	NA	3		1	1	7	7	2	1	1	1	0.5	NA	100	90	NA	600	1.5	NA	1	Aval
6612	30.01.1978	373	77/78	DD	SV	30	1	1978	16	NA	2		1	1	2	2	4	1	2	1	0.7	NA	200	30	NA	700	3	NA	1	Aval
6627	13.02.1978	374	77/78	DD	JZ	13	2	1978	13	NA	3		1	1	7	2	3	1	1	1	0.4	NA	150	30	NA	500	2	NA	1	Aval
6650	07.03.1978	375	77/78	DD	J	7	3	1978	14	NA	3		2	1	2	2	2	1	1	1	0.4	NA	50	20	NA	500	2	NA	1	Aval
6651	07.03.1978	376	77/78	LD	V	7	3	1978	28	NA	3		1	1	2	2	4	1	1	1	0.4	NA	80	50	NA	350	1	NA	1	Aval
6663	18.03.1978	377	77/78	KJ	JV	18	3	1978	37	NA	3		8	7	7	2	3	7	2	1	1	NA	100	100	NA	500	1	NA	1	Aval
6666	20.03.1978	378	77/78	OD	V	20	3	1978	5	NA	3		2	7	7	2	3	7	2	1	0.8	NA	150	100	NA	200	2.5	NA	1	Aval
6669	22.03.1978	379	77/78	OD	JV	22	3	1978	6	NA	3		1	7	1	2	3	7	1	1	1.5	NA	150	140	NA	400	2	NA	1	Aval
6671	23.03.1978	380	77/78	OD	JV	23	3	1978	3	NA	3		1	7	7	2	4	7	2	1	0.8	NA	150	80	NA	200	1	NA	1	Aval
6672	23.03.1978	381	77/78	OD	V	23	3	1978	4	NA	5		1	7	1	2	2	7	2	1	0.6	NA	150	100	NA	200	1.5	NA	1	Aval
6679	29.03.1978	382	77/78	OD	V	29	3	1978	4	NA	5		2	7	1	2	7	7	2	1	NA	NA	90	80	NA	500	2	NA	1	Aval
6680	29.03.1978	383	77/78	OD	V	29	3	1978	5	NA	3		2	7	7	2	3	7	2	1	0.8	NA	100	70	NA	400	1	NA	1	Aval
6954	27.12.1978	384	78/79	BL	SV	27	12	1978	18	NA	5		2	7	7	2	3	2	2	1	0.9	NA	140	100	NA	500	3	NA	1	Aval
6965	06.01.1979	385	78/79	OD	V	6	1	1979	4	NA	5		1	1	1	1	4	1	1	1	NA	NA	90	80	NA	400	2.5	NA	1	Aval
6966	06.01.1979	386	78/79	OD	V	6	1	1979	5	NA	3		1	1	7	7	2	1	1	1	0.7	NA	150	100	NA	450	1	NA	1	Aval
6975	14.01.1979	387	78/79	KJ	JV	14	1	1979	37	NA	3		1	1	7	1	2	1	1	1	0.7	NA	80	80	NA	400	0.7	NA	1	Aval
6977	15.01.1979	388	78/79	DD	J	15	1	1979	10	NA	3		1	1	2	2	2	1	1	1	0.5	NA	30	15	NA	300	2	NA	1	Aval
6978	15.01.1979	389	78/79	LD	JV	15	1	1979	24	NA	3		2	1	7	2	2	1	1	1	0.5	NA	80	40	NA	150	1.5	NA	1	Aval
6979	15.01.1979	390	78/79	KJ	JV	15	1	1979	36	NA	3		1	2	7	2	4	1	1	1	1	NA	100	80	NA	350	2	NA	1	Aval
7003	07.02.1979	391	78/79	OD	JV	7	2	1979	7	NA	3		2	1	1	2	3	1	1	1	1	NA	160	140	NA	680	1.5	NA	1	Aval
7336	05.01.1980	392	79/80	OD	V	5	1	1980	4	NA	5		1	1	1	1	4	1	1	1	0.7	NA	100	80	NA	350	2	NA	1	Aval
7337	05.01.1980	393	79/80	OD	V	5	1	1980	5	NA	3		1	1	7	7	2	1	1	1	0.7	NA	150	100	NA	500	1	NA	1	Aval
7347	14.01.1980	394	79/80	DD	J	14	1	1980	15	NA	3		2	1	7	2	2	1	1	1	0.6	NA	100	70	NA	400	0.8	NA	1	Aval
7371	06.02.1980	395	79/80	OD	V	6	2	1980	4	NA	5		1	1	1	2	2	1	1	1	0.8	NA	120	90	NA	500	2.5	NA	1	Aval
7372	06.02.1980	396	79/80	OD	V	6	2	1980	5	NA	3		1	1	7	2	2	1	1	1	0.8	NA	90	90	NA	500	1.5	NA	1	Aval
7374	07.02.1980	397	79/80	KJ	JV	7	2	1980	36	NA	3		2	1	7	2	3	1	1	1	0.9	NA	100	90	NA	350	3	NA	1	Aval
7401	04.03.1980	398	79/80	OD	J	4	3	1980	2	NA	6		8	1	7	2	3	1	1	1	0.7	NA	130	100	NA	450	1.5	NA	1	Aval
7428	30.03.1980	399	79/80	OD	V	30	3	1980	4	NA	5		2	7	1	2	7	7	2	1	1	NA	150	100	NA	400	2	NA	1	Aval
7446	16.04.1980	400	79/80	DD	JZ	16	4	1980	11	NA	3		2	7	7	2	3	7	2	1	1	NA	120	80	NA	250	3	NA	1	Aval
7460	29.04.1980	401	79/80	OD	JV	29	4	1980	3	NA	3		2	7	7	2	3	7	2	1	0.7	NA	140	100	NA	250	3	NA	1	Aval
7461	29.04.1980	402	79/80	OD	V	29	4	1980	4	NA	5		7	2	1	2	7	7	2	1	1	NA	100	90	NA	280	2.5	NA	1	Aval
7463	30.04.1980	403	79/80	LD	SV	30	4	1980	31	NA	5		7	2	1	2	4	2	2	1	NA	NA	70	70	NA	300	1	NA	1	Aval
7717	08.01.1981	404	80/81	DD	J	8	1	1981	10	NA	3		1	1	2	2	2	1	1	1	0.3	NA	20	10	NA	250	0.5	NA	1	Aval
7729	19.01.1981	405	80/81	BL	S	19	1	1981	19	NA	3		2	1	1	2	1	1	1	1	2	NA	170	100	NA	500	4	NA	1	Aval
7755	13.02.1981	406	80/81	KJ	JV	13	2	1981	37	NA	3		1	1	7	2	2	1	1	1	0.8	NA	150	120	NA	450	1.5	NA	1	Aval
7758	15.02.1981	407	80/81	KJ	J	15	2	1981	35	NA	3		1	1	7	2	2	1	1	1	0.7	NA	100	90	NA	600	2	NA	1	Aval
7780	08.03.1981	408	80/81	OD	V	8	3	1981	4	NA	5		2	1	1	2	7	1	1	1	1	NA	140	120	NA	350	3	NA	1	Aval
7781	08.03.1981	409	80/81	OD	V	8	3	1981	5	NA	5		2	1	7	2	3	1	1	1	1.2	NA	100	90	NA	500	2.5	NA	1	Aval
7800	26.03.1981	410	80/81	KJ	JV	26	3	1981	37	NA	5		1	7	7	2	3	7	2	1	1	NA	100	100	NA	480	1.5	NA	1	Aval
8084	03.01.1982	411	81/82	OD	J	3	1	1982	1	A	3		1	1	7	2	2	1	1	1	0.2	NA	60	40	NA	350	1	NA	1	Aval
8085	03.01.1982	412	81/82	OD	V	3	1	1982	4	NA	5		1	1	1	1	2	1	1	1	1	NA	100	100	NA	350	3	NA	1	Aval
8086	03.01.1982	413	81/82	BL	SV	3	1	1982	18	NA	3		1	1	1	2	2	1	1	1	0.8	NA	140	100	NA	400	2	NA	1	Aval
8087	03.01.1982	414	81/82	LD	SV	3	1	1982	32	NA	3		1	1	7	1	2	1	1	1	0.8	NA	190	100	NA	650	1	NA	1	Aval
8088	03.01.1982	415	81/82	KJ	JV	3	1	1982	37	NA	3		2	1	7	2	2	1	1	1	0.7	NA	100	100	NA	380	1.5	NA	1	Aval
8117	31.01.1982	416	81/82	OD	J	31	1	1982	2	NA	3		1	1	7	2	2	1	2	1	0.7	NA	130	80	NA	500	0.5	NA	1	Aval
8118	31.01.1982	417	81/82	OD	JV	31	1	1982	3	NA	3		1	1	7	2	2	1	1	1	0.6	NA	100	50	NA	350	1.5	NA	1	Aval
8119	31.01.1982	418	81/82	OD	V	31	1	1982	4	NA	3		1	1	1	1	2	1	1	1	0.8	NA	140	100	NA	400	2	NA	1	Aval
8120	31.01.1982	419	81/82	OD	V	31	1	1982	5	NA	3		1	1	7	7	2	1	1	1	0.7	NA	140	100	NA	400	1.5	NA	1	Aval
8121	31.01.1982	420	81/82	OD	JV	31	1	1982	6	A	3		1	1	2	2	4	1	1	1	0.3	NA	30	60	NA	450	1	NA	1	Aval
8122	31.01.1982	421	81/82	OD	JV	31	1	1982	6	B	3		1	1	2	1	4	1	2	1	0.3	NA	30	50	NA	400	1	NA	1	Aval
8123	31.01.1982	422	81/82	OD	JV	31	1	1982	6	NA	3		1	1	1	2	3	1	1	1	1	NA	80	80	NA	400	2	NA	1	Aval
8124	31.01.1982	423	81/82	OD	JV	31	1	1982	7	NA	3		2	1	1	2	3	7	4	1	1.2	NA	150	100	NA	650	1.5	NA	1	Aval
8125	31.01.1982	424	81/82	DD	J	31	1	1982	14	NA	3		2	1	2	2	2	1	1	1	0.5	NA	60	20	NA	400	2.5	NA	1	Aval
8126	31.01.1982	425	81/82	DD	SZ	31	1	1982	17	NA	3		1	1	2	2	2	1	2	1	0.8	NA	100	25	NA	800	4	NA	1	Aval
8127	31.01.1982	426	81/82	LD	V	31	1	1982	27	NA	3		1	1	1	7	4	1	1	1	0.6	NA	100	80	NA	500	1	NA	1	Aval
8128	31.01.1982	427	81/82	LD	V	31	1	1982	28	NA	3		1	1	2	2	2	1	1	1	0.5	NA	60	50	NA	380	1	NA	1	Aval
8129	31.01.1982	428	81/82	LD	V	31	1	1982	29	NA	3		1	1	1	2	4	1	1	1	2	NA	100	80	NA	350	1	NA	1	Aval
